country,year,GDP,Population,Life_Expectancy,Inflation,Unemployment,School_Enrollment,GDP_per_capita
"Iran, Islamic Rep.",1983,156365156618.241,46029535,58.518,19.7401891778611,,,3397.06140021273
"Iran, Islamic Rep.",1984,162276728619.519,47793998,60.875,12.5402194538868,,83.18713,3395.33697556582
"Iran, Islamic Rep.",1985,180183629599.684,49582289,61.537,4.38934095741541,,83.3176,3634.03209560745
"Iran, Islamic Rep.",1986,209094561833.48,51446045,62.136,18.4290030211474,,84.19432,4064.34667297515
"Iran, Islamic Rep.",1987,134009995923.169,53323493,62.685,28.5714285714292,,84.43713,2513.15111564745
"Iran, Islamic Rep.",1988,123057861333.908,55072694,63.255,28.6706349206345,,85.16197,2234.46235141335
"Iran, Islamic Rep.",1989,120496362916.271,56704914,65.314,22.3496530454896,,85.4723,2124.97214820344
"Iran, Islamic Rep.",1990,124813263926.225,58380092,64.066,7.62767493763934,,91.44414,2137.94222739877
"Iran, Islamic Rep.",1991,131637664958.014,59986931,66.233,17.1285679434012,11.1,,2194.43906803657
"Iran, Islamic Rep.",1992,119768691216.667,61184983,66.653,25.8077226162332,10.653,95.09933,1957.48507794252
"Iran, Islamic Rep.",1993,63743623232.012,61403543,67.037,21.2026307547761,10.573,,1038.10985682067
"Iran, Islamic Rep.",1994,71841461172.5964,61520598,67.49,31.4470284237728,10.458,,1167.76272513795
"Iran, Islamic Rep.",1995,96419225743.6737,62205567,67.904,49.6559858462746,9.904,,1550.0095955025
"Iran, Islamic Rep.",1996,120403931885.441,62881300,68.328,28.9373440168137,9.1,,1914.78121294313
"Iran, Islamic Rep.",1997,113919163421.155,63639638,68.649,17.3492257538708,9.68,91.55973,1790.06617575598
"Iran, Islamic Rep.",1998,110276913362.508,64519859,69.214,17.8661342130398,10.358,,1709.19334096046
"Iran, Islamic Rep.",1999,113848450088.351,65445391,69.686,20.0707078146866,11.176,85.42788,1739.59462001458
"Iran, Islamic Rep.",2000,109591707802.216,66418659,70.166,14.4767513188567,11.698,86.13483,1650.01385833785
"Iran, Islamic Rep.",2001,126878750295.944,67452005,70.619,11.2742471332117,12.362,,1881.02266635283
"Iran, Islamic Rep.",2002,128626917503.72,68011317,71.112,14.3359337378404,12.8,97.12907,1891.25756091033
"Iran, Islamic Rep.",2003,151911222119.488,68769340,70.464,16.4680116244792,11.529,96.04654,2208.99636552406
"Iran, Islamic Rep.",2004,187754571247.666,70256316,72.04,14.7615086970672,10.3,97.76144,2672.4226651404
"Iran, Islamic Rep.",2005,224970371324.67,71828455,72.446,13.433118008508,11.813,95.32962,3132.0508192007
"Iran, Islamic Rep.",2006,265602187403.643,73392747,72.895,10.0158982511924,11.519,95.87482,3618.91601364428
"Iran, Islamic Rep.",2007,349736591832.418,74602648,73.299,17.3410404624277,10.772,95.12881,4687.99166260718
"Iran, Islamic Rep.",2008,406070949553.875,75514204,73.683,25.4105090311987,10.63,,5377.4115072957
"Iran, Islamic Rep.",2009,414059094949.063,76457825,74.041,13.5515548281506,12.113,97.70461,5415.52280553446
"Iran, Islamic Rep.",2010,487069570463.768,77420842,74.39,10.0893629287979,13.679,96.5537,6291.19443655454
"Iran, Islamic Rep.",2011,629082257472.368,78383598,74.721,26.2933856738608,12.491,96.70394,8025.68743364356
"Iran, Islamic Rep.",2012,644019315003.54,79370580,75.039,27.2568127242908,12.275,97.93445,8114.08099831877
"Iran, Islamic Rep.",2013,500399839839.877,80414686,75.349,36.6030355191029,10.595,98.63946,6222.74194840326
"Iran, Islamic Rep.",2014,462284793280.825,81502045,75.635,16.6065532357449,10.68,99.52212,5672.06372896319
"Iran, Islamic Rep.",2015,409191686496.677,82619362,75.907,12.4846815611533,11.166,99.69128,4952.73355532178
"Iran, Islamic Rep.",2016,478618064870.999,83812228,76.155,7.24542548952979,12.618,99.70946,5710.59947089104
"Iran, Islamic Rep.",2017,510239893417.645,85026754,76.396,8.04492437660278,12.232,99.70291,6000.93346404409
"Iran, Islamic Rep.",2018,411903303606.044,86117998,76.621,18.0141183371874,12.195,,4783.01067340237
"Iran, Islamic Rep.",2019,347988400957.999,87051648,76.855,39.9073455697784,10.74,,3997.4935449585
"Iran, Islamic Rep.",2020,280934329279.723,87723443,74.141,30.5941390387295,9.687,,3202.50003502169
"Iran, Islamic Rep.",2021,407350685583.335,88455488,73.752,43.3890162681514,9.282,,4605.14881318992
"Iran, Islamic Rep.",2022,422662261525.665,89524246,76.799,43.4884641742179,9.085,,4721.20437099984
"Iran, Islamic Rep.",2023,457510482317.483,90608707,77.654,44.5791857572797,8.129,,5049.29931642754
"Iran, Islamic Rep.",2024,475252089215.416,91567738,77.854,32.455871402917,8.146,,5190.16959024821
"Iran, Islamic Rep.",2025,362682115433.364,92417681,,42.1712244965444,8.301,,3924.38017821898
Iraq,1980,52569000000.0,13591992,60.916,,,93.51063,3867.64500744262
Iraq,1981,37823000000.0,14006381,58.652,,,92.72885,2700.41204790874
Iraq,1982,42382333333.3333,14406083,58.977,,,,2941.9748125381
Iraq,1983,40712903225.8064,14840555,59.287,,,88.39691,2743.35449218755
Iraq,1984,46938387096.7742,15310733,59.544,,,,3065.7178266236
Iraq,1985,48425161290.3226,15683430,59.8,,,87.40411,3087.66394151806
Iraq,1986,47264516129.0323,16074145,60.031,,,88.10204,2940.40623181091
Iraq,1987,56774193548.3871,16521049,60.259,,,89.86442,3436.4763126353
Iraq,1988,62684516129.0323,16908819,56.692,,,90.97534,3707.20841763297
Iraq,1989,65831935483.871,17364542,57.501,,,89.92145,3791.17027583399
Iraq,1990,180408064516.129,17581206,57.587,,,,10261.4157706888
Iraq,1991,407796349.663785,17767253,61.338,180.952380952381,8.639,,22.9521327615352
Iraq,1992,553671957.671958,18300845,65.344,83.6158192090389,8.346,,30.2539012636825
Iraq,1993,1031944881.13189,19201195,65.31,207.692307692309,8.36,78.60533,53.7437842348819
Iraq,1994,3991349282.75729,20139807,65.027,448.499999999999,8.221,,198.182101881974
Iraq,1995,12894029888.1122,20825860,64.761,387.310847766639,8.431,,619.135530927038
Iraq,1996,10433698621.3427,21501321,64.618,-16.1173257510572,8.516,76.13983,485.258492784825
Iraq,1997,20764857056.3795,22176593,64.241,23.0631996788727,8.269,,936.341170908421
Iraq,1998,20617405044.2425,22884399,64.405,14.7687735575529,8.064,,900.937142559106
Iraq,1999,36881601583.8194,23636527,64.532,12.5777623393436,7.979,90.0423,1560.36466710272
Iraq,2000,48364250943.9051,24424056,64.86,4.97896213183731,8.038,88.89713,1980.18916038782
Iraq,2001,36176430128.8057,25197840,65.292,16.3740814963262,8.249,,1435.695683789
Iraq,2002,32928454672.4246,26006559,65.724,19.316694601979,8.619,,1266.15961275094
Iraq,2003,21921569478.8163,26802659,64.834,33.6162105992383,8.959,94.37695,817.887862499622
Iraq,2004,36633669269.3981,27577878,64.634,26.9619068193271,8.715,92.99956,1328.37157628292
Iraq,2005,50065104667.8159,28407448,64.899,36.9594809201871,8.57,,1762.39360423421
Iraq,2006,65147051918.0219,28616515,64.029,53.230962911428,8.411,,2276.55435744086
Iraq,2007,88837057319.5179,28391607,64.428,-10.0674925768978,8.646,92.79598,3128.99010329066
Iraq,2008,131614434153.505,28971036,66.465,12.6628528269228,8.466,,4542.96609046032
Iraq,2009,111657580326.315,30058206,67.834,6.87361547212555,8.415,,3714.71205987194
Iraq,2010,138516722649.573,31045366,68.092,2.42986826837753,8.267,,4461.75196161555
Iraq,2011,185749664444.444,32161424,68.435,5.6040514426601,8.193,,5775.54229080293
Iraq,2012,218002476129.472,33654842,68.827,6.0890964159516,7.965,,6477.59618450955
Iraq,2013,234637675128.645,35281989,69.047,1.87949800749416,9.222,,6650.35282247395
Iraq,2014,228415656174.957,36550059,69.679,2.23597407904726,10.59,,6249.39226978969
Iraq,2015,166774104959.102,37560535,69.977,1.39333028780268,10.865,,4440.14189252367
Iraq,2016,166743557747.671,38469627,68.683,0.556521397155548,10.82,,4334.42096404188
Iraq,2017,187217660050.676,39337353,69.788,0.184058898847553,13.02,,4759.2846435467
Iraq,2018,227367469034.031,40265624,71.116,0.367441488936828,13.458,,5646.68932074742
Iraq,2019,233636097800.338,41192171,71.245,-0.198965380023882,14.096,,5671.8568632942
Iraq,2020,180898797516.874,42116605,69.651,0.574162679425856,15.766,,4295.18945121228
Iraq,2021,209691945713.103,43071211,70.704,6.04186489058043,16.173,,4868.49431080783
Iraq,2022,287372232137.931,44070551,72.037,4.9947659638103,15.41,,6520.73154560584
Iraq,2023,268881051643.549,45074049,72.324,4.35835351089595,15.239,,5965.31835077761
Iraq,2024,279641257615.385,46042015,72.424,2.6116961151764,15.293,,6073.61032342708
Iraq,2025,254367293538.462,47020774,,0.303454715219382,15.485,,5409.67899716967
Japan,1980,1153159955513.08,116807000,75.9890243902439,7.77858176555718,,,9872.35315959728
Japan,1981,1271443597066.78,117661000,76.3948780487805,4.91216291820523,,,10805.9900652449
Japan,1982,1183132285328.17,118480000,76.8736585365854,2.7410409556314,,,9985.92408278337
Japan,1983,1297622008229.49,119307000,76.9219512195122,1.89971971348485,,,10876.3275267125
Japan,1984,1374165212365.14,120083000,77.2912195121951,2.26161369193155,,,11443.4617086944
Japan,1985,1457070301468.38,120837000,77.5604878048781,2.0322773460849,,,12058.1469373485
Japan,1986,2164729071349.48,121482000,78.0104878048781,0.595586799453249,,,17819.3400779496
Japan,1987,2635094473494.08,122069000,78.429512195122,0.126176841696583,,,21586.9260294922
Japan,1988,3191546727316.14,122578000,78.349756097561,0.678557580457558,,,26036.864097278
Japan,1989,3174934735895.64,123069000,78.7685365853659,2.27228962064317,,,25798.0054757546
Japan,1990,3252994239867.4,123478000,78.8370731707317,3.0785162869516,,,26344.7273187725
Japan,1991,3724887648862.31,123964000,79.0368292682927,3.25143848753308,2.059,,30048.1401766828
Japan,1992,4064529567505.43,124425000,79.080243902439,1.7602830605927,2.158,,32666.5024513195
Japan,1993,4632480515091.13,124829000,79.3036585365854,1.24304589707924,2.539,,37110.6114371751
Japan,1994,5104063486348.4,125178000,79.6968292682927,0.695458057869004,2.89,,40774.4450809919
Japan,1995,5639649753985.77,125472000,79.5360975609756,-0.127899045020446,3.15,,44947.4763611465
Japan,1996,5021441618840.38,125757000,80.219756097561,0.136600358575909,3.383,,39929.7185750327
Japan,1997,4579780793431.57,126057000,80.4241463414634,1.74780458692133,3.374,,36331.0311480645
Japan,1998,4150359076370.48,126400000,80.5014634146342,0.661974191385911,4.078,,32835.1192750829
Japan,1999,4688983449627.24,126631000,80.4609756097561,-0.341296928327554,4.677,,37028.7168989208
Japan,2000,5042381838343.44,126843000,81.0760975609756,-0.676578683595175,4.748,,39752.937397755
Japan,2001,4438792748062.4,127149000,81.4163414634146,-0.740055504162738,5.02,,34910.166403687
Japan,2002,4245946980572.3,127445000,81.6907317073171,-0.923494026942321,5.386,,33315.9165174962
Japan,2003,4573413206709.02,127718000,81.76,-0.256541816316025,5.251,,35808.6816792388
Japan,2004,4941485123806.53,127761000,82.030243902439,-0.00857338820310272,4.734,,38677.5708064787
Japan,2005,4875648486366.14,127773000,81.9551219512195,-0.282946068764391,4.446,,38158.6758263963
Japan,2006,4648058930707.24,127854000,82.3219512195122,0.249355116079085,4.192,,36354.4271646349
Japan,2007,4624670179654.96,128001000,82.5070731707317,0.060039454498669,3.888,,36129.9535132925
Japan,2008,5160197175876.43,128063000,82.5875609756098,1.3800788616492,4.002,,40294.2081309702
Japan,2009,5336765697589.29,128047000,82.9314634146342,-1.35283672951719,5.068,,41678.1783063195
Japan,2010,5811578109447.07,128070000,82.8426829268293,-0.728243207517779,5.102,,45378.1378109399
Japan,2011,6279422550218.7,127833000,82.5912195121951,-0.27245561610124,4.55,,49122.077634247
Japan,2012,6333803928787.76,127629000,83.0960975609756,-0.0440645104432602,4.358,,49626.6830327571
Japan,2013,5272297037396.96,127445000,83.3319512195122,0.335037912184741,4.038,,41369.1948479498
Japan,2014,4985763289560.81,127276000,83.5878048780488,2.75922671353253,3.589,,39172.8471161948
Japan,2015,4534438580494.94,127141000,83.7939024390244,0.795279630579839,3.385,,35664.6446110613
Japan,2016,5110357383254.44,127076000,83.9848780487805,-0.127258844489754,3.132,,40214.9688631562
Japan,2017,5038231631660.71,126972000,84.099756097561,0.484199796126385,2.822,,39679.8635262948
Japan,2018,5154293721629.56,126811000,84.2109756097561,0.989094598021848,2.467,,40645.478086519
Japan,2019,5245755000479.03,126633000,84.3563414634146,0.46877615938395,2.351,,41424.8655601543
Japan,2020,5189197543645.38,126261000,84.56,-0.024995834027731,2.809,,41098.9739004553
Japan,2021,5225933520753.1,125681593,84.4456097560976,-0.233352779398264,2.808,,41580.739040705
Japan,2022,4447976207314.78,125124989,83.9963414634146,2.49770278172255,2.614,,35548.2645222433
Japan,2023,4384854269961.93,124516650,84.0412195121951,3.26813365933163,2.6,,35215.003535366
Japan,2024,4190008188358.57,123975371,84.0363414634146,2.73853681635241,2.5,,33797.1014287876
Japan,2025,4435162999976.94,123366734,,3.17253034260248,2.451,,35951.0449549304
Kazakhstan,1980,,15152949,62.516,,,,
Kazakhstan,1981,,15323082,62.996,,,,
Kazakhstan,1982,,15492595,63.586,,,,
Kazakhstan,1983,,15665551,64.224,,,,
Kazakhstan,1984,,15844621,64.839,,,,
Kazakhstan,1985,,16031090,65.376,,,,
Kazakhstan,1986,,16262702,65.788,,,,
Kazakhstan,1987,,16527715,65.996,,,,
Kazakhstan,1988,,16781168,66.032,,,,
Kazakhstan,1989,,16997013,65.915,,,,
Kazakhstan,1990,26932016269.6107,17154054,65.701,,,,1570.00883112591
Kazakhstan,1991,24923076923.0769,17278600,65.379,,0.9,,1442.42455540825
Kazakhstan,1992,24917355371.9008,17332625,64.978,,1.0,,1437.59848100913
Kazakhstan,1993,23409260879.9427,17274487,64.538,,1.11,,1355.13493859139
Kazakhstan,1994,21250792886.1054,17043771,64.108,1877.37239517572,7.54,,1246.83633018218
Kazakhstan,1995,20374302652.3819,16730536,63.717,176.15529894237,10.98,,1217.79138769863
Kazakhstan,1996,21035357936.8796,16416027,63.455,39.1825423654111,12.96,,1281.39152895397
Kazakhstan,1997,22165932062.966,16043251,63.318,17.4080410607357,13.01,,1381.63593295187
Kazakhstan,1998,22135245507.3656,15647785,63.349,7.14632665452334,13.13,,1414.59289652597
Kazakhstan,1999,16870817181.7799,15455874,63.528,8.29602765342564,13.46,,1091.54727722159
Kazakhstan,2000,18291990662.0356,15501103,63.793,13.1808905865731,12.75,87.04573,1180.0444563226
Kazakhstan,2001,22152689179.8815,15575550,64.108,8.35413777161344,10.43,89.51106,1422.27331810957
Kazakhstan,2002,24636598527.4437,15656677,64.441,5.83692452105643,9.33,91.5917,1573.55219932325
Kazakhstan,2003,30833692900.1091,15747380,64.753,6.4382181011894,8.78,92.01804,1958.02050246511
Kazakhstan,2004,43151647002.6096,15850159,65.04,6.88205438981899,8.4,92.58491,2722.47407755402
Kazakhstan,2005,57123671733.8952,15968117,65.356,7.57999929125766,8.13,91.09722,3577.35804001782
Kazakhstan,2006,81003864630.018,16103716,65.722,8.72169386091726,7.79,89.95021,5030.13494711519
Kazakhstan,2007,104849915058.376,16257214,66.18,10.8468362075557,7.26,89.51797,6449.43931096532
Kazakhstan,2008,133441648851.982,16426525,66.759,17.139899777207,6.63,90.61103,8123.54705891736
Kazakhstan,2009,115308686941.38,16619846,67.46,7.31607858288578,6.55,89.48954,6938.01175663001
Kazakhstan,2010,148047348240.643,16836810,68.257,7.40046356341396,5.77,89.45954,8793.07589980782
Kazakhstan,2011,192626464617.071,17066002,69.108,8.4529046617679,5.39,87.95573,11287.1464926039
Kazakhstan,2012,207998568865.789,17306106,69.939,5.19568369035073,5.29,86.31897,12018.7966527993
Kazakhstan,2013,236634603409.089,17556502,70.719,5.94283871648418,5.2,86.15113,13478.459627612
Kazakhstan,2014,221415613595.469,17816285,71.415,6.84944977003358,5.06,86.52115,12427.7094576939
Kazakhstan,2015,184388404706.042,18084169,72.024,6.67828585615236,4.93,86.31191,10196.1226255982
Kazakhstan,2016,137278320084.171,18363600,72.549,14.3610942386248,4.96,87.3628,7475.56688689424
Kazakhstan,2017,166805788827.233,18651931,72.996,7.44266321306792,4.9,86.24057,8943.08416791984
Kazakhstan,2018,179339977690.485,18932727,73.369,6.16366247577762,4.85,87.58681,9472.48527327758
Kazakhstan,2019,181667184854.501,19209555,73.658,5.33356098916669,4.8,86.85584,9457.12614657136
Kazakhstan,2020,171082365861.423,19482117,71.195,6.71815454861458,4.89,,8781.50797787648
Kazakhstan,2021,197112255360.612,19743603,70.131,8.04147134028401,5.568,,9983.60103576902
Kazakhstan,2022,225496328925.494,20034609,73.503,15.0278644440851,4.86,,11255.3396437881
Kazakhstan,2023,261840101059.923,20330104,74.402,14.5275597825952,4.835,,12879.4275257974
Kazakhstan,2024,291480274648.826,20592571,74.531,8.69082156104494,4.833,,14154.6324958076
Kazakhstan,2025,306239209650.024,20843754,,11.3879454675914,4.771,,14692.1331757237
"Korea, Rep.",1980,66547970350.6151,38123775,66.0463414634146,28.6976086362017,,99.96693,1745.57662116658
"Korea, Rep.",1981,74287368087.3467,38723248,66.5463414634146,21.351640254,,99.94785,1918.41779613494
"Korea, Rep.",1982,79921300446.6517,39326352,67.0951219512195,7.1908466400687,,99.81309,2032.25817758667
"Korea, Rep.",1983,89621208322.3386,39910403,67.5463414634146,3.42061419498921,,99.7587,2245.56009425258
"Korea, Rep.",1984,99749645088.5994,40405956,68.1951219512195,2.27395640001863,,99.13846,2468.68667303898
"Korea, Rep.",1985,103764281280.89,40805744,68.7951219512195,2.45910879215274,,98.57461,2542.88419005153
"Korea, Rep.",1986,119965960795.24,41213674,69.4463414634146,2.74998096063358,,98.27344,2910.82908054352
"Korea, Rep.",1987,152240393645.506,41621690,69.9975609756098,3.04966077087423,,99.4696,3657.71773432329
"Korea, Rep.",1988,205477530605.222,42031247,70.5487804878049,7.14609773721605,,99.88403,4888.68509195605
"Korea, Rep.",1989,254236243100.439,42449038,71.0487804878049,5.70016544561401,,99.88231,5989.2109474999
"Korea, Rep.",1990,292064221388.988,42869283,71.5975609756098,8.57327225728677,,99.77703,6812.9019416767
"Korea, Rep.",1991,340851946803.812,43295704,72.0463414634146,9.33279048161495,2.407,99.73981,7872.65052449111
"Korea, Rep.",1992,366921291824.719,43747962,72.4975609756098,6.21328146355184,2.513,99.57954,8387.16308258471
"Korea, Rep.",1993,405705302846.447,44194628,72.9975609756098,4.80099660215354,2.878,99.35196,9179.96872485152
"Korea, Rep.",1994,479181794216.859,44641540,73.3975609756098,6.26585950039679,2.476,99.00819,10733.9888860657
"Korea, Rep.",1995,586286469400.665,45092991,73.7,4.48074108557248,2.063,98.51563,13001.7205867019
"Korea, Rep.",1996,631196863758.281,45524681,74.1512195121951,4.92454354292754,2.048,98.24344,13864.9376534518
"Korea, Rep.",1997,589202526424.141,45953580,74.6024390243903,4.4389318457463,2.608,98.30431,12821.6893313675
"Korea, Rep.",1998,397297216492.19,46286503,75.0048780487805,7.51358008079307,6.963,97.72215,8583.43557499234
"Korea, Rep.",1999,515697079289.011,46616677,75.409756097561,0.81295725444637,6.342,98.50236,11062.5019301357
"Korea, Rep.",2000,597487173479.109,47008111,75.909756097561,2.25916580080157,4.063,99.06072,12710.2995795579
"Korea, Rep.",2001,567564806235.441,47370164,76.4121951219512,4.06657587897792,3.699,98.11869,11981.4828218758
"Korea, Rep.",2002,650014391470.21,47644736,76.7658536585366,2.76226210296599,3.046,97.73171,13642.9424537101
"Korea, Rep.",2003,728516494684.269,47892330,77.2146341463415,3.51487451459939,3.348,98.5255,15211.5483770422
"Korea, Rep.",2004,823251107638.814,48082519,77.6658536585366,3.59066298882578,3.42,98.19463,17121.6301633201
"Korea, Rep.",2005,971740329983.878,48184561,78.1682926829268,2.75379162735039,3.482,99.38856,20167.0474902506
"Korea, Rep.",2006,1095175538508.19,48438292,78.6682926829268,2.24234028518921,3.254,99.40966,22609.7059431449
"Korea, Rep.",2007,1220911904593.06,48683638,79.119512195122,2.53457382137932,3.013,99.47129,25078.4853957105
"Korea, Rep.",2008,1091580692542.34,49054708,79.5170731707317,4.67389655533408,2.959,99.50574,22252.3125108061
"Korea, Rep.",2009,983065242417.36,49307835,79.9682926829268,2.7564965449393,3.363,99.49475,19937.3029137734
"Korea, Rep.",2010,1192830015737.68,49554112,80.1170731707317,2.93928652655686,3.324,98.38177,24071.2620526362
"Korea, Rep.",2011,1307103477219.1,49936638,80.5682926829269,4.0259650043609,2.992,98.88635,26175.2398553363
"Korea, Rep.",2012,1335343586437.67,50199853,80.819512195122,2.18707104433314,2.812,97.84902,26600.5477433903
"Korea, Rep.",2013,1434669686501.84,50428893,81.2707317073171,1.30134754547413,3.067,95.3693,28449.3591104972
"Korea, Rep.",2014,1556252422020.44,50746659,81.7219512195122,1.27477446401322,3.082,95.818,30667.0912467447
"Korea, Rep.",2015,1539212301135.55,51014947,82.0243902439024,0.70633177245575,3.546,97.98472,30171.7906545222
"Korea, Rep.",2016,1579150518945.44,51217803,82.2756097560976,0.971685739912168,3.65,96.86178,30832.0628072516
"Korea, Rep.",2017,1710196756713.17,51361911,82.6268292682927,1.94433230786366,3.653,97.25516,33296.9845439195
"Korea, Rep.",2018,1824251454306.83,51585058,82.6268292682927,1.47583935002645,3.824,,35363.9508228687
"Korea, Rep.",2019,1751045752054.63,51764822,83.2268292682927,0.383000303608136,3.746,,33826.9443301597
"Korea, Rep.",2020,1744070276373.34,51836239,83.4268292682927,0.537288023411737,3.931,,33645.7719545073
"Korea, Rep.",2021,1942313560965.9,51769539,83.5268292682927,2.49833333333339,3.639,,37518.4635305697
"Korea, Rep.",2022,1799363116866.52,51672569,82.6804878048781,5.08951365062842,2.857,,34822.4048404971
"Korea, Rep.",2023,1844800934391.54,51712619,83.4292682926829,3.5974562502901,2.675,,35674.095995632
"Korea, Rep.",2024,1875388209406.8,51751065,83.6292682926829,2.32174328643542,2.784,,36238.639908315
"Korea, Rep.",2025,1872374961553.15,51684564,,2.12309421458659,2.683,,36226.9663637512
Malaysia,1980,24488224677.2105,12983363,68.061,6.6749195345051,,,1886.12339323875
Malaysia,1981,25004285791.7865,13399203,68.461,9.70000000000015,,,1866.10246831744
Malaysia,1982,26804493635.3297,13832798,68.876,5.8189000297783,,,1937.74922725899
Malaysia,1983,30347442110.9316,14285907,69.205,3.70423546319373,,,2124.29229106221
Malaysia,1984,33942897422.0465,14759009,69.551,3.89727260149768,,,2299.80870816235
Malaysia,1985,31199633352.9598,15252258,69.863,0.346458791259884,,,2045.57471772113
Malaysia,1986,27734111399.7525,15760419,70.133,0.737002855391939,,,1759.73185736702
Malaysia,1987,32181210157.9671,16276737,70.351,0.290007909438412,,,1977.1290866202
Malaysia,1988,35272109220.1988,16796605,70.551,2.55651945320742,,,2099.95467656701
Malaysia,1989,38847965292.9185,17314997,70.759,2.81320089714805,,,2243.60219599914
Malaysia,1990,44024585239.6137,17833171,70.952,2.61780104712051,,,2468.69080320116
Malaysia,1991,49143148094.2683,18342464,71.219,4.358333333333,3.7,,2679.20101106745
Malaysia,1992,59167550162.956,18834572,71.483,4.76722829992821,3.71,,3141.43321987651
Malaysia,1993,66894966968.9736,19322664,71.721,3.53658536585389,4.11,,3461.99504214189
Malaysia,1994,74478356957.7808,19820446,71.865,3.72497055359284,3.64,97.25382,3757.65292858601
Malaysia,1995,88705342902.7113,20330599,71.979,3.45057509584895,3.15,,4363.14458333034
Malaysia,1996,100855393910.486,20850087,72.119,3.48855945858916,2.52,,4837.16897250768
Malaysia,1997,100005323301.867,21375218,72.296,2.66251459711946,2.45,,4678.56390058182
Malaysia,1998,72167498980.8398,21906713,72.385,5.27034200348766,3.2,95.78351,3294.30978444095
Malaysia,1999,79148421052.6316,22435531,72.428,2.74456130240604,3.43,95.61761,3527.81581379249
Malaysia,2000,93789736842.1053,22967816,72.732,1.53474023697699,3.0,98.41488,4083.52874483605
Malaysia,2001,92783947368.4211,23526538,73.08,1.41678473206098,3.53,97.81452,3943.79943910239
Malaysia,2002,100845526315.789,24102477,73.469,1.80787246281536,3.48,96.5906,4184.03163773539
Malaysia,2003,110202368421.053,24679602,73.727,1.08967632577286,3.61,97.09317,4465.32194567208
Malaysia,2004,124749473684.211,25256772,74.027,1.42127115937402,3.54,99.37525,4939.24851854427
Malaysia,2005,143534405818.501,25836071,74.37,2.97507092684449,3.53,99.59294,5555.58179951206
Malaysia,2006,162692258307.056,26417909,74.697,3.60923564224389,3.32,95.4107,6158.40785533236
Malaysia,2007,193549569477.733,26998389,74.961,2.02735317779569,3.31,95.11282,7168.93031942508
Malaysia,2008,230811614370.384,27570059,75.151,5.44078221100769,3.34,95.06773,8371.82156086005
Malaysia,2009,202257453036.641,28124778,75.269,0.583308405623702,3.62,95.86919,7191.43287234626
Malaysia,2010,255017638455.59,28655776,75.376,1.62285235577035,3.32,96.23306,8899.34505544675
Malaysia,2011,297951668674.835,29162039,75.488,3.1744709215131,3.05,97.06133,10217.1068585031
Malaysia,2012,314443047642.111,29662831,75.552,1.66357102479206,3.04,98.54356,10600.5744240026
Malaysia,2013,323276235524.415,30174265,75.464,2.10501231233612,3.14,99.66427,10713.6407638899
Malaysia,2014,338066095097.254,30696137,75.345,3.14299050879095,2.88,99.8924,11013.3107334403
Malaysia,2015,301355266964.947,31232798,75.288,2.10438980238359,3.1,99.51663,9648.6797937523
Malaysia,2016,301256033870.334,31789685,75.371,2.09056659525742,3.44,99.82064,9476.53409809923
Malaysia,2017,319109094160.343,32355644,75.542,3.87120115774237,3.41,99.64564,9862.54806612235
Malaysia,2018,358788845712.53,32910967,75.734,0.884709160571235,3.3,,10901.8019954421
Malaysia,2019,365177721021.516,33440596,75.9,0.662891865764326,3.33,,10920.191763972
Malaysia,2020,337456163961.211,33889558,76.057,-1.1387021539305,4.54,,9957.52626697613
Malaysia,2021,373784553029.978,34282399,73.917,2.47710241465447,4.64,,10903.1037480772
Malaysia,2022,407830525989.553,34695493,75.444,3.37869862549928,3.93,,11754.5678336248
Malaysia,2023,399949418752.657,35126298,76.657,2.48886560125754,3.858,,11386.0395636528
Malaysia,2024,422227005428.688,35557673,76.821,1.834100204499,3.846,,11874.4273684245
Malaysia,2025,472193128644.597,35977838,,1.38060872293692,3.764,,13124.5554178269
Myanmar,1980,1038225167.05882,33227204,54.374,0.608153083899614,,,31.2462392881093
Myanmar,1981,1111000765.28987,33858783,54.699,0.318444733265915,,,32.8127790443581
Myanmar,1982,1481165467.83214,34482965,55.033,5.30474040537993,,,42.9535414901862
Myanmar,1983,1381573615.2513,35162715,55.308,5.65008336345438,,,39.2908686161265
Myanmar,1984,1304063253.04136,35899313,55.596,4.84631154769053,,,36.3255768443636
Myanmar,1985,1478908173.26796,36622827,55.816,6.80756655768333,,,40.3821412603663
Myanmar,1986,1582873750.32068,37314878,56.084,9.32546190007652,,,42.4193735892874
Myanmar,1987,1562448076.65689,37971594,56.353,24.7599999999999,,,41.1478137224602
Myanmar,1988,1541088312.25453,38600927,56.57,16.0428021801856,,,39.9236088878004
Myanmar,1989,2013448228.72975,39214618,56.889,27.1985264490888,,,51.3443285034615
Myanmar,1990,2115193513.29556,39817251,57.159,17.6267750314504,,,53.1225401094506
Myanmar,1991,2069832686.98061,40394154,57.395,32.2720382866416,0.828,,51.2408970610106
Myanmar,1992,2411552288.76212,40950342,57.681,21.9132104007913,0.796,,58.8896739558883
Myanmar,1993,3163020034.63637,41502429,58.032,31.83160687276,0.779,,76.212889482598
Myanmar,1994,4432257173.6492,42055143,58.326,24.0987860757019,0.739,,105.391561114159
Myanmar,1995,5289174942.53404,42605338,58.671,25.1947123972847,0.754,,124.14348039051
Myanmar,1996,6123556716.81329,43154860,59.169,16.2753966377374,0.753,,141.897267580367
